Options:
Model:                           MultiState
Tree File Name:                  ww_trees.nex
Data File Name:                  ww_gen_sys.txt
Log File Name:                   world_gender_system-RJHPoutput.log.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1436681863
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_gender_system-RJHPoutput.log.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1,2,3
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q01                          RJ MCMC
    q02                          RJ MCMC
    q03                          RJ MCMC
    q10                          RJ MCMC
    q12                          RJ MCMC
    q13                          RJ MCMC
    q20                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q30                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q01	q02	q03	q10	q12	q13	q20	q21	q23	q30	q31	q32	Root P(0)	Root P(1)	Root P(2)	Root P(3)	
1700000	-1203.841352	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.049403	0.000000	0.049403	1.156248	0.049403	1.156248	1.156248	1.156248	0.049403	0.049403	0.049403	0.249995	0.250000	0.250000	0.250005	
1710000	-1205.530625	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.053933	0.000000	0.053933	1.195568	0.053933	1.195568	1.195568	1.195568	0.053933	0.053933	0.053933	0.249780	0.250017	0.250004	0.250199	
1720000	-1204.886455	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.048347	0.000000	0.000000	1.147778	0.048347	1.147778	1.147778	1.147778	0.048347	0.048347	0.048347	0.249993	0.250001	0.250000	0.250006	
1730000	-1208.984878	105	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.057386	0.000000	0.057386	1.393703	0.057386	1.393703	1.393703	1.393703	0.057386	0.057386	0.057386	0.250000	0.250000	0.250000	0.250000	
1740000	-1200.615394	407	3	2	'Z 2 Z 1 0 1 0 0 0 1 2 1 	0.000000	0.043687	0.000000	0.056577	1.142221	0.056577	1.142221	1.142221	1.142221	0.056577	0.043687	0.056577	0.249994	0.250001	0.250000	0.250005	
1750000	-1204.733591	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.054223	0.000000	0.000000	1.144374	0.054223	1.144374	1.144374	1.144374	0.054223	0.054223	0.054223	0.249998	0.250000	0.250000	0.250001	
1760000	-1205.215882	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.056419	0.000000	0.056419	1.446138	0.056419	1.446138	1.446138	1.446138	0.056419	0.056419	0.056419	0.249999	0.250000	0.250000	0.250001	
1770000	-1206.406948	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050103	0.000000	0.050103	1.177498	0.050103	1.177498	1.177498	1.177498	0.050103	0.050103	0.050103	0.249575	0.250031	0.250007	0.250387	
1780000	-1203.980722	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.051020	0.000000	0.051020	1.330501	0.000000	1.330501	1.330501	1.330501	0.051020	0.051020	0.051020	0.249997	0.250000	0.250000	0.250003	
1790000	-1203.784333	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.053870	0.000000	0.053870	1.153701	0.000000	1.153701	1.153701	1.153701	0.053870	0.053870	0.053870	0.249998	0.250000	0.250000	0.250002	
1800000	-1206.707328	188	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.057771	0.000000	0.000000	1.180794	0.057771	1.180794	1.180794	1.180794	0.057771	0.057771	0.057771	0.249885	0.250016	0.250002	0.250098	
1810000	-1207.789820	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.059952	0.000000	0.000000	1.711367	0.000000	1.711367	1.711367	1.711367	0.059952	0.059952	0.059952	0.250000	0.250000	0.250000	0.250000	
1820000	-1199.181213	407	3	2	'Z 2 Z 1 0 2 0 0 0 1 1 1 	0.000000	0.037352	0.000000	0.054145	1.039184	0.037352	1.039184	1.039184	1.039184	0.054145	0.054145	0.054145	0.249989	0.250001	0.250000	0.250010	
1830000	-1199.611392	407	3	2	'Z 2 Z 0 1 0 1 1 1 2 0 0 	0.000000	0.049425	0.000000	0.071847	1.366548	0.071847	1.366548	1.366548	1.366548	0.049425	0.071847	0.071847	0.249999	0.250000	0.250000	0.250001	
1840000	-1204.931799	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.057086	0.000000	0.000000	1.301076	0.000000	1.301076	1.301076	1.301076	0.057086	0.057086	0.057086	0.249999	0.250000	0.250000	0.250001	
1850000	-1204.153987	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052404	0.000000	0.052404	1.076339	0.000000	1.076339	1.076339	1.076339	0.052404	0.052404	0.052404	0.249998	0.250000	0.250000	0.250002	
1860000	-1205.473409	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.054627	0.000000	0.054627	1.203086	0.054627	1.203086	1.203086	1.203086	0.054627	0.054627	0.054627	0.249805	0.250015	0.250003	0.250177	
1870000	-1206.615170	188	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.058803	0.000000	0.000000	1.502012	0.000000	1.502012	1.502012	1.502012	0.058803	0.058803	0.058803	0.249904	0.250007	0.250001	0.250087	
1880000	-1203.707838	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054659	0.000000	0.054659	1.300715	0.000000	1.300715	1.300715	1.300715	0.054659	0.054659	0.054659	0.249999	0.250000	0.250000	0.250001	
1890000	-1204.778203	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.046571	0.000000	0.046571	1.187864	0.000000	1.187864	1.187864	1.187864	0.046571	0.046571	0.046571	0.249989	0.250000	0.250000	0.250010	
1900000	-1204.681477	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.053235	0.000000	0.000000	1.174202	0.000000	1.174202	1.174202	1.174202	0.053235	0.053235	0.053235	0.249998	0.250000	0.250000	0.250002	
1910000	-1204.042335	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050804	0.000000	0.050804	1.081164	0.000000	1.081164	1.081164	1.081164	0.050804	0.050804	0.050804	0.249996	0.250000	0.250000	0.250003	
1920000	-1204.736822	407	3	4	'Z 0 Z Z 1 Z 1 2 2 0 0 0 	0.000000	0.067314	0.000000	0.000000	1.375487	0.000000	1.375487	0.925272	0.925272	0.067314	0.067314	0.067314	0.250000	0.250000	0.250000	0.250000	
1930000	-1204.709375	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.054351	0.000000	0.054351	1.001319	0.054351	1.001319	1.001319	1.001319	0.054351	0.054351	0.054351	0.249998	0.250000	0.250000	0.250001	
1940000	-1199.246639	407	3	2	'Z 2 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.042003	0.000000	0.070753	1.402494	0.070753	1.402494	1.402494	1.402494	0.070753	0.070753	0.070753	0.250000	0.250000	0.250000	0.250000	
1950000	-1205.917812	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.053040	0.000000	0.053040	1.499183	0.053040	1.499183	1.499183	1.499183	0.053040	0.053040	0.053040	0.249998	0.250000	0.250000	0.250002	
1960000	-1203.674938	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.053636	0.000000	0.053636	1.310658	0.000000	1.310658	1.310658	1.310658	0.053636	0.053636	0.053636	0.249998	0.250000	0.250000	0.250002	
1970000	-1205.377254	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.057584	0.000000	0.000000	1.193566	0.057584	1.193566	1.193566	1.193566	0.057584	0.057584	0.057584	0.249999	0.250000	0.250000	0.250001	
1980000	-1204.036150	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056108	0.000000	0.056108	1.346669	0.000000	1.346669	1.346669	1.346669	0.056108	0.056108	0.056108	0.249999	0.250000	0.250000	0.250001	
1990000	-1204.096210	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.048709	0.000000	0.048709	1.057345	0.048709	1.057345	1.057345	1.057345	0.048709	0.048709	0.048709	0.249993	0.250001	0.250000	0.250006	
2000000	-1204.987653	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.047859	0.000000	0.000000	1.228163	0.000000	1.228163	1.228163	1.228163	0.047859	0.047859	0.047859	0.249992	0.250001	0.250000	0.250007	
2010000	-1204.162235	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.048535	0.000000	0.048535	1.187315	0.048535	1.187315	1.187315	1.187315	0.048535	0.048535	0.048535	0.249993	0.250000	0.250000	0.250006	
2020000	-1198.353654	407	3	2	'Z 0 Z 2 1 2 1 1 1 0 2 2 	0.000000	0.043411	0.000000	0.086828	1.277091	0.086828	1.277091	1.277091	1.277091	0.043411	0.086828	0.086828	0.249999	0.250000	0.250000	0.250001	
2030000	-1204.279862	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.048470	0.000000	0.048470	1.029753	0.048470	1.029753	1.029753	1.029753	0.048470	0.048470	0.048470	0.249993	0.250001	0.250000	0.250006	
2040000	-1203.548644	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.051847	0.000000	0.051847	1.181656	0.000000	1.181656	1.181656	1.181656	0.051847	0.051847	0.051847	0.249997	0.250000	0.250000	0.250003	
2050000	-1204.502725	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.049298	0.000000	0.049298	1.284546	0.049298	1.284546	1.284546	1.284546	0.049298	0.049298	0.049298	0.249994	0.250000	0.250000	0.250005	
2060000	-1205.308439	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.052844	0.000000	0.052844	1.511370	0.000000	1.511370	1.511370	1.511370	0.052844	0.052844	0.052844	0.249998	0.250000	0.250000	0.250002	
2070000	-1204.309631	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.048448	0.000000	0.048448	1.025499	0.048448	1.025499	1.025499	1.025499	0.048448	0.048448	0.048448	0.249993	0.250001	0.250000	0.250006	
2080000	-1204.972362	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.048385	0.000000	0.048385	1.300768	0.048385	1.300768	1.300768	1.300768	0.048385	0.048385	0.048385	0.249993	0.250000	0.250000	0.250006	
2090000	-1204.239168	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.047857	0.000000	0.047857	1.168157	0.000000	1.168157	1.168157	1.168157	0.047857	0.047857	0.047857	0.249992	0.250000	0.250000	0.250007	
2100000	-1198.980996	407	3	2	'Z 0 Z 2 1 0 1 1 1 2 2 2 	0.000000	0.039949	0.000000	0.055831	1.221366	0.039949	1.221366	1.221366	1.221366	0.055831	0.055831	0.055831	0.249994	0.250000	0.250000	0.250006	
2110000	-1203.698785	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.050180	0.000000	0.050180	1.220083	0.000000	1.220083	1.220083	1.220083	0.050180	0.050180	0.050180	0.249996	0.250000	0.250000	0.250004	
2120000	-1205.279387	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.057268	0.000000	0.000000	1.191149	0.057268	1.191149	1.191149	1.191149	0.057268	0.057268	0.057268	0.249999	0.250000	0.250000	0.250001	
2130000	-1204.459810	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050155	0.000000	0.050155	0.982670	0.050155	0.982670	0.982670	0.982670	0.050155	0.050155	0.050155	0.249995	0.250000	0.250000	0.250004	
2140000	-1208.613140	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.066162	0.000000	0.066162	1.411579	0.066162	1.411579	1.411579	1.411579	0.066162	0.066162	0.066162	0.250000	0.250000	0.250000	0.250000	
2150000	-1206.035119	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055838	0.000000	0.055838	1.075859	0.055838	1.075859	1.075859	1.075859	0.055838	0.055838	0.055838	0.249841	0.250014	0.250003	0.250142	
2160000	-1203.661365	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.054526	0.000000	0.054526	1.194417	0.054526	1.194417	1.194417	1.194417	0.054526	0.054526	0.054526	0.249998	0.250000	0.250000	0.250001	
2170000	-1204.490318	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.050575	0.000000	0.050575	1.325749	0.050575	1.325749	1.325749	1.325749	0.050575	0.050575	0.050575	0.249996	0.250000	0.250000	0.250004	
2180000	-1204.143119	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.055721	0.000000	0.055721	1.382932	0.000000	1.382932	1.382932	1.382932	0.055721	0.055721	0.055721	0.249999	0.250000	0.250000	0.250001	
2190000	-1203.726376	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.054945	0.000000	0.054945	1.179079	0.054945	1.179079	1.179079	1.179079	0.054945	0.054945	0.054945	0.249999	0.250000	0.250000	0.250001	
2200000	-1205.627734	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.058705	0.000000	0.000000	1.385373	0.058705	1.385373	1.385373	1.385373	0.058705	0.058705	0.058705	0.249999	0.250000	0.250000	0.250000	
2210000	-1204.142393	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.053802	0.000000	0.053802	1.100223	0.000000	1.100223	1.100223	1.100223	0.053802	0.053802	0.053802	0.249998	0.250000	0.250000	0.250002	
2220000	-1204.626629	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.049166	0.000000	0.000000	1.246083	0.000000	1.246083	1.246083	1.246083	0.049166	0.049166	0.049166	0.249994	0.250000	0.250000	0.250005	
2230000	-1205.086563	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.056514	0.000000	0.056514	1.083253	0.000000	1.083253	1.083253	1.083253	0.056514	0.056514	0.056514	0.249999	0.250000	0.250000	0.250001	
2240000	-1204.255276	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.051340	0.000000	0.051340	1.316802	0.051340	1.316802	1.316802	1.316802	0.051340	0.051340	0.051340	0.249997	0.250000	0.250000	0.250003	
2250000	-1204.823530	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.059113	0.000000	0.059113	1.252511	0.059113	1.252511	1.252511	1.252511	0.059113	0.059113	0.059113	0.250000	0.250000	0.250000	0.250000	
2260000	-1203.810001	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.052305	0.000000	0.052305	1.119518	0.000000	1.119518	1.119518	1.119518	0.052305	0.052305	0.052305	0.249997	0.250000	0.250000	0.250002	
2270000	-1205.433581	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.046504	0.000000	0.046504	1.303057	0.000000	1.303057	1.303057	1.303057	0.046504	0.046504	0.046504	0.249989	0.250000	0.250000	0.250010	
2280000	-1204.427969	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.051377	0.000000	0.000000	1.257042	0.051377	1.257042	1.257042	1.257042	0.051377	0.051377	0.051377	0.249997	0.250000	0.250000	0.250003	
2290000	-1206.846512	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.063007	0.000000	0.063007	1.269091	0.063007	1.269091	1.269091	1.269091	0.063007	0.063007	0.063007	0.249954	0.250004	0.250001	0.250041	
2300000	-1206.493103	188	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.053447	0.000000	0.000000	1.219859	0.000000	1.219859	1.219859	1.219859	0.053447	0.053447	0.053447	0.249759	0.250021	0.250004	0.250216	
2310000	-1204.892533	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.046998	0.000000	0.046998	1.049877	0.000000	1.049877	1.049877	1.049877	0.046998	0.046998	0.046998	0.249990	0.250000	0.250000	0.250009	
2320000	-1204.582854	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047617	0.000000	0.047617	1.013259	0.047617	1.013259	1.013259	1.013259	0.047617	0.047617	0.047617	0.249991	0.250001	0.250000	0.250008	
2330000	-1204.985459	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.058124	0.000000	0.058124	1.455604	0.000000	1.455604	1.455604	1.455604	0.058124	0.058124	0.058124	0.249999	0.250000	0.250000	0.250001	
2340000	-1204.067993	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.055937	0.000000	0.055937	1.128757	0.055937	1.128757	1.128757	1.128757	0.055937	0.055937	0.055937	0.249999	0.250000	0.250000	0.250001	
2350000	-1201.232962	407	3	3	'Z 2 Z Z 1 0 1 1 1 0 2 2 	0.000000	0.041507	0.000000	0.000000	1.155495	0.077080	1.155495	1.155495	1.155495	0.077080	0.041507	0.041507	0.249997	0.250001	0.250000	0.250003	
2360000	-1204.338580	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.047991	0.000000	0.047991	1.039883	0.047991	1.039883	1.039883	1.039883	0.047991	0.047991	0.047991	0.249992	0.250001	0.250000	0.250007	
2370000	-1205.450950	188	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.055363	0.000000	0.055363	1.242571	0.000000	1.242571	1.242571	1.242571	0.055363	0.055363	0.055363	0.249830	0.250007	0.250003	0.250161	
2380000	-1204.399591	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.047452	0.000000	0.047452	1.185059	0.000000	1.185059	1.185059	1.185059	0.047452	0.047452	0.047452	0.249991	0.250000	0.250000	0.250008	
2390000	-1204.261014	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.057376	0.000000	0.057376	1.241028	0.057376	1.241028	1.241028	1.241028	0.057376	0.057376	0.057376	0.249999	0.250000	0.250000	0.250001	
2400000	-1204.470429	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.053146	0.000000	0.000000	1.167765	0.053146	1.167765	1.167765	1.167765	0.053146	0.053146	0.053146	0.249998	0.250000	0.250000	0.250002	
2410000	-1205.614886	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.054057	0.000000	0.000000	1.473999	0.054057	1.473999	1.473999	1.473999	0.054057	0.054057	0.054057	0.249998	0.250000	0.250000	0.250002	
2420000	-1206.179129	188	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.056497	0.000000	0.000000	1.301103	0.056497	1.301103	1.301103	1.301103	0.056497	0.056497	0.056497	0.249857	0.250017	0.250002	0.250123	
2430000	-1203.874078	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.052361	0.000000	0.052361	1.343556	0.000000	1.343556	1.343556	1.343556	0.052361	0.052361	0.052361	0.249998	0.250000	0.250000	0.250002	
2440000	-1205.329954	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.046728	0.000000	0.046728	0.953868	0.046728	0.953868	0.953868	0.953868	0.046728	0.046728	0.046728	0.249989	0.250001	0.250000	0.250010	
2450000	-1209.578034	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.040040	0.000000	0.040040	1.035706	0.000000	1.035706	1.035706	1.035706	0.040040	0.040040	0.040040	0.249943	0.250002	0.250001	0.250054	
2460000	-1203.883991	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.050103	0.000000	0.050103	1.219320	0.050103	1.219320	1.219320	1.219320	0.050103	0.050103	0.050103	0.249995	0.250000	0.250000	0.250004	
2470000	-1205.932048	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056536	0.000000	0.056536	1.025193	0.000000	1.025193	1.025193	1.025193	0.056536	0.056536	0.056536	0.249999	0.250000	0.250000	0.250001	
2480000	-1205.432979	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.051763	0.000000	0.000000	1.079405	0.000000	1.079405	1.079405	1.079405	0.051763	0.051763	0.051763	0.249997	0.250000	0.250000	0.250003	
2490000	-1206.562871	188	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.055165	0.000000	0.000000	1.154710	0.055165	1.154710	1.154710	1.154710	0.055165	0.055165	0.055165	0.249821	0.250024	0.250003	0.250152	
2500000	-1205.695120	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.057647	0.000000	0.057647	1.326225	0.057647	1.326225	1.326225	1.326225	0.057647	0.057647	0.057647	0.249884	0.250009	0.250002	0.250105	
2510000	-1206.195809	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.054873	0.000000	0.054873	1.105826	0.000000	1.105826	1.105826	1.105826	0.054873	0.054873	0.054873	0.249814	0.250008	0.250003	0.250174	
2520000	-1204.393446	407	2	3	'Z 1 Z Z 0 1 0 0 0 1 1 1 	0.000000	0.051015	0.000000	0.000000	1.203872	0.051015	1.203872	1.203872	1.203872	0.051015	0.051015	0.051015	0.249996	0.250000	0.250000	0.250003	
2530000	-1203.864771	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.053640	0.000000	0.053640	1.352862	0.000000	1.352862	1.352862	1.352862	0.053640	0.053640	0.053640	0.249998	0.250000	0.250000	0.250002	
2540000	-1204.355425	407	2	4	'Z 0 Z Z 1 Z 1 1 1 0 0 0 	0.000000	0.053860	0.000000	0.000000	1.345449	0.000000	1.345449	1.345449	1.345449	0.053860	0.053860	0.053860	0.249998	0.250000	0.250000	0.250002	
2550000	-1203.524875	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.052619	0.000000	0.052619	1.156627	0.052619	1.156627	1.156627	1.156627	0.052619	0.052619	0.052619	0.249998	0.250000	0.250000	0.250002	
2560000	-1207.700651	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.042722	0.000000	0.042722	0.910113	0.042722	0.910113	0.910113	0.910113	0.042722	0.042722	0.042722	0.249971	0.250002	0.250000	0.250026	
2570000	-1204.256475	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.053003	0.000000	0.053003	1.017954	0.053003	1.017954	1.017954	1.017954	0.053003	0.053003	0.053003	0.249998	0.250000	0.250000	0.250002	
2580000	-1208.240720	188	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.046595	0.000000	0.046595	1.042562	0.046595	1.042562	1.042562	1.042562	0.046595	0.046595	0.046595	0.249225	0.250059	0.250012	0.250703	
2590000	-1203.817722	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.051444	0.000000	0.051444	1.058259	0.051444	1.058259	1.058259	1.058259	0.051444	0.051444	0.051444	0.249997	0.250000	0.250000	0.250003	
2600000	-1204.300579	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.056808	0.000000	0.056808	1.381535	0.000000	1.381535	1.381535	1.381535	0.056808	0.056808	0.056808	0.249999	0.250000	0.250000	0.250001	
2610000	-1206.984993	407	2	3	'Z 0 Z Z 1 0 1 1 1 0 0 0 	0.000000	0.061675	0.000000	0.000000	1.459023	0.061675	1.459023	1.459023	1.459023	0.061675	0.061675	0.061675	0.250000	0.250000	0.250000	0.250000	
2620000	-1210.472996	483	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.049357	0.000000	0.049357	1.090394	0.000000	1.090394	1.090394	1.090394	0.049357	0.049357	0.049357	0.249881	0.250005	0.250002	0.250113	
2630000	-1209.123898	340	2	2	'Z 0 Z 1 1 0 1 1 1 0 0 0 	0.000000	0.043493	0.000000	0.705746	0.705746	0.043493	0.705746	0.705746	0.705746	0.043493	0.043493	0.043493	0.249984	0.249993	0.250000	0.250023	
2640000	-1206.274539	188	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.058271	0.000000	0.058271	1.095289	0.058271	1.095289	1.095289	1.095289	0.058271	0.058271	0.058271	0.249895	0.250009	0.250002	0.250093	
2650000	-1207.296011	188	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.048971	0.000000	0.048971	1.327243	0.000000	1.327243	1.327243	1.327243	0.048971	0.048971	0.048971	0.249483	0.250017	0.250007	0.250493	
2660000	-1204.915677	407	2	2	'Z 0 Z 0 1 0 1 1 1 0 0 0 	0.000000	0.054285	0.000000	0.054285	1.422934	0.054285	1.422934	1.422934	1.422934	0.054285	0.054285	0.054285	0.249998	0.250000	0.250000	0.250001	
2670000	-1205.911522	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.061640	0.000000	0.061640	1.256697	0.061640	1.256697	1.256697	1.256697	0.061640	0.061640	0.061640	0.250000	0.250000	0.250000	0.250000	
2680000	-1198.506035	407	3	3	'Z 1 Z Z 2 0 2 2 2 0 0 1 	0.000000	0.035916	0.000000	0.000000	0.999156	0.072908	0.999156	0.999156	0.999156	0.072908	0.072908	0.035916	0.249995	0.250001	0.250000	0.250004	
2690000	-1208.292543	407	2	3	'Z 0 Z 0 1 Z 1 1 1 0 0 0 	0.000000	0.045089	0.000000	0.045089	1.463746	0.000000	1.463746	1.463746	1.463746	0.045089	0.045089	0.045089	0.249984	0.250000	0.250000	0.250015	
2700000	-1204.953284	407	2	4	'Z 1 Z Z 0 Z 0 0 0 1 1 1 	0.000000	0.048441	0.000000	0.000000	1.299497	0.000000	1.299497	1.299497	1.299497	0.048441	0.048441	0.048441	0.249993	0.250001	0.250000	0.250006	
2710000	-1204.835791	407	2	2	'Z 1 Z 1 0 1 0 0 0 1 1 1 	0.000000	0.054101	0.000000	0.054101	0.986674	0.054101	0.986674	0.986674	0.986674	0.054101	0.054101	0.054101	0.249998	0.250000	0.250000	0.250002	
2720000	-1200.045957	407	3	3	'Z 2 Z Z 0 1 0 0 0 1 2 1 	0.000000	0.046160	0.000000	0.000000	1.053961	0.085155	1.053961	1.053961	1.053961	0.085155	0.046160	0.085155	0.250000	0.250000	0.250000	0.250000	
2730000	-1203.878104	407	2	3	'Z 1 Z 1 0 Z 0 0 0 1 1 1 	0.000000	0.055916	0.000000	0.055916	1.295846	0.000000	1.295846	1.295846	1.295846	0.055916	0.055916	0.055916	0.249999	0.250000	0.250000	0.250001	
