Options:
Model:                           MultiState
Tree File Name:                  trees_ww.nex
Data File Name:                  ww_nom_sys.txt
Log File Name:                   world_nom-RJHPoutput.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1214870298
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   10000
Iterations:                      10000000
Burn in:                         1000000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   world_nom-RJHPoutput.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               1,2,3,4
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q14                          RJ MCMC
    q21                          RJ MCMC
    q23                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q32                          RJ MCMC
    q34                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - gamma 1.00 1.00 
Tree Information
     Trees:                      902
     Taxa:                       2847
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q13	q14	q21	q23	q24	q31	q32	q34	q41	q42	q43	Root P(1)	Root P(2)	Root P(3)	Root P(4)	
4330000	-1015.546787	412	3	3	'2 Z 2 1 Z 1 Z 1 1 0 0 0 	0.108577	0.000000	0.108577	0.239369	0.000000	0.239369	0.000000	0.239369	0.239369	0.007143	0.007143	0.007143	0.250000	0.250000	0.250000	0.250000	
4340000	-1013.842480	412	3	3	'2 Z 2 1 Z 1 Z 1 1 0 0 0 	0.094242	0.000000	0.094242	0.247463	0.000000	0.247463	0.000000	0.247463	0.247463	0.007721	0.007721	0.007721	0.250001	0.250000	0.250000	0.249999	
4350000	-1013.369636	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.097225	0.000000	0.097225	0.244285	0.008521	0.244285	0.008521	0.244285	0.244285	0.008521	0.008521	0.008521	0.250000	0.250000	0.250000	0.250000	
4360000	-1013.951352	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.081839	0.000000	0.081839	0.226930	0.007764	0.226930	0.007764	0.226930	0.226930	0.007764	0.007764	0.007764	0.250003	0.250001	0.249999	0.249997	
4370000	-1017.265630	407	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.092747	0.007261	0.092747	0.291758	0.007261	0.291758	0.007261	0.291758	0.291758	0.007261	0.007261	0.007261	0.250002	0.250000	0.250000	0.249998	
4380000	-1014.661621	412	3	2	'1 Z 1 2 0 2 Z 2 2 0 0 0 	0.099165	0.000000	0.099165	0.238068	0.009264	0.238068	0.000000	0.238068	0.238068	0.009264	0.009264	0.009264	0.250000	0.250000	0.250000	0.250000	
4390000	-1015.381909	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.098756	0.008379	0.098756	0.250210	0.008379	0.250210	0.008379	0.250210	0.250210	0.008379	0.008379	0.008379	0.250000	0.250000	0.250000	0.250000	
4400000	-1016.442026	412	3	1	'1 0 1 2 0 2 Z 2 2 0 0 0 	0.091862	0.007403	0.091862	0.199975	0.007403	0.199975	0.000000	0.199975	0.199975	0.007403	0.007403	0.007403	0.250001	0.250000	0.250000	0.249999	
4410000	-1014.235100	412	3	1	'1 0 1 2 0 2 Z 2 2 0 0 0 	0.096552	0.007361	0.096552	0.252088	0.007361	0.252088	0.000000	0.252088	0.252088	0.007361	0.007361	0.007361	0.250000	0.250000	0.250000	0.250000	
4420000	-1014.969068	412	3	0	'0 2 0 1 2 1 2 1 1 2 2 2 	0.093585	0.008410	0.093585	0.285950	0.008410	0.285950	0.008410	0.285950	0.285950	0.008410	0.008410	0.008410	0.250000	0.250000	0.250000	0.250000	
4430000	-1014.988772	412	3	2	'2 Z 2 0 Z 0 1 0 0 1 1 1 	0.090950	0.000000	0.090950	0.282008	0.000000	0.282008	0.006664	0.282008	0.282008	0.006664	0.006664	0.006664	0.250001	0.250000	0.250000	0.249999	
4440000	-1016.089134	412	3	3	'1 Z 1 2 Z 2 Z 2 1 0 0 0 	0.090106	0.000000	0.090106	0.278511	0.000000	0.278511	0.000000	0.278511	0.090106	0.007137	0.007137	0.007137	0.250001	0.250000	0.250000	0.249999	
4450000	-1016.266840	412	4	1	'1 Z 3 2 0 2 3 2 2 0 0 0 	0.094633	0.000000	0.115703	0.312485	0.008207	0.312485	0.115703	0.312485	0.312485	0.008207	0.008207	0.008207	0.250000	0.250000	0.250000	0.250000	
4460000	-1016.854541	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.102919	0.000000	0.102919	0.315173	0.010270	0.315173	0.010270	0.315173	0.315173	0.010270	0.010270	0.010270	0.250000	0.250000	0.250000	0.250000	
4470000	-1013.849503	412	3	2	'1 Z 1 2 0 2 Z 2 2 0 0 0 	0.096246	0.000000	0.096246	0.294606	0.006801	0.294606	0.000000	0.294606	0.294606	0.006801	0.006801	0.006801	0.250001	0.250000	0.250000	0.249999	
4480000	-1015.020008	412	3	0	'1 0 1 2 0 2 0 2 2 0 0 0 	0.083897	0.006589	0.083897	0.223426	0.006589	0.223426	0.006589	0.223426	0.223426	0.006589	0.006589	0.006589	0.250003	0.250001	0.249999	0.249997	
4490000	-1014.341024	412	3	1	'1 Z 1 2 0 2 0 2 2 0 0 0 	0.085605	0.000000	0.085605	0.300015	0.007195	0.300015	0.007195	0.300015	0.300015	0.007195	0.007195	0.007195	0.250002	0.250000	0.249999	0.249998	
4500000	-1019.123294	188	4	2	'1 Z 1 3 0 3 Z 2 1 0 0 0 	0.105805	0.000000	0.105805	0.224682	0.007375	0.224682	0.000000	0.560471	0.105805	0.007375	0.007375	0.007375	0.250134	0.250032	0.250043	0.249790	
4510000	-1018.862895	407	3	1	'1 0 1 2 Z 1 0 2 1 0 0 0 	0.123550	0.007155	0.123550	0.426484	0.000000	0.123550	0.007155	0.426484	0.123550	0.007155	0.007155	0.007155	0.250001	0.250001	0.250001	0.249998	
4520000	-1022.128296	483	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.107467	0.000000	0.107467	0.389518	0.007556	0.107467	0.007556	0.389518	0.107467	0.007556	0.007556	0.007556	0.250059	0.250059	0.250059	0.249824	
4530000	-1014.691250	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.125138	0.000000	0.125138	0.360764	0.005882	0.125138	0.005882	0.360764	0.125138	0.005882	0.005882	0.005882	0.250000	0.250000	0.250000	0.249999	
4540000	-1013.547319	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.115335	0.000000	0.115335	0.437235	0.007895	0.115335	0.007895	0.437235	0.115335	0.007895	0.007895	0.007895	0.250000	0.250000	0.250000	0.249999	
4550000	-1016.654085	412	3	0	'1 0 1 2 0 1 0 2 1 0 0 0 	0.101772	0.006035	0.101772	0.459491	0.006035	0.101772	0.006035	0.459491	0.101772	0.006035	0.006035	0.006035	0.250003	0.250003	0.250003	0.249992	
4560000	-1017.897922	412	3	3	'1 Z 1 2 0 1 Z 2 Z 0 0 0 	0.103827	0.000000	0.103827	0.372306	0.006444	0.103827	0.000000	0.372306	0.000000	0.006444	0.006444	0.006444	0.250001	0.250001	0.250003	0.249996	
4570000	-1013.755298	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.108765	0.000000	0.108765	0.382186	0.008922	0.108765	0.008922	0.382186	0.382186	0.008922	0.008922	0.008922	0.250001	0.250001	0.250000	0.249999	
4580000	-1015.501794	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.098785	0.008491	0.098785	0.330777	0.008491	0.098785	0.008491	0.330777	0.330777	0.008491	0.008491	0.008491	0.250002	0.250002	0.250000	0.249997	
4590000	-1012.359573	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.107798	0.000000	0.107798	0.364678	0.007278	0.107798	0.007278	0.364678	0.364678	0.007278	0.007278	0.007278	0.250002	0.250002	0.250000	0.249997	
4600000	-1013.032398	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.121363	0.000000	0.121363	0.404553	0.007237	0.121363	0.000000	0.404553	0.404553	0.007237	0.007237	0.007237	0.250000	0.250000	0.250000	0.249999	
4610000	-1018.467112	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.094535	0.000000	0.094535	0.311405	0.004803	0.094535	0.004803	0.311405	0.311405	0.004803	0.004803	0.004803	0.250028	0.250027	0.249995	0.249950	
4620000	-1014.417106	412	3	3	'2 Z 2 1 Z 2 Z 1 1 0 0 0 	0.107632	0.000000	0.107632	0.337257	0.000000	0.107632	0.000000	0.337257	0.337257	0.007663	0.007663	0.007663	0.250001	0.250001	0.250000	0.249997	
4630000	-1014.133088	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.127145	0.000000	0.127145	0.346939	0.006302	0.127145	0.000000	0.346939	0.346939	0.006302	0.006302	0.006302	0.250000	0.250000	0.250000	0.249999	
4640000	-1013.711626	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.101043	0.006994	0.101043	0.345662	0.006994	0.101043	0.000000	0.345662	0.345662	0.006994	0.006994	0.006994	0.250003	0.250003	0.249999	0.249994	
4650000	-1013.204289	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.102156	0.000000	0.102156	0.253911	0.007176	0.253911	0.007176	0.253911	0.253911	0.007176	0.007176	0.007176	0.250000	0.250000	0.250000	0.250000	
4660000	-1012.947540	412	3	1	'2 Z 2 1 0 1 0 1 1 0 0 0 	0.089445	0.000000	0.089445	0.267241	0.007168	0.267241	0.007168	0.267241	0.267241	0.007168	0.007168	0.007168	0.250001	0.250000	0.250000	0.249999	
4670000	-1015.346413	412	3	2	'2 Z 2 1 Z 2 0 1 1 0 0 0 	0.113038	0.000000	0.113038	0.348251	0.000000	0.113038	0.006188	0.348251	0.348251	0.006188	0.006188	0.006188	0.250002	0.250002	0.250000	0.249996	
4680000	-1018.662458	412	3	1	'1 0 1 2 0 1 Z 2 2 0 0 0 	0.119116	0.004775	0.119116	0.408256	0.004775	0.119116	0.000000	0.408256	0.408256	0.004775	0.004775	0.004775	0.250002	0.250002	0.250000	0.249996	
4690000	-1013.162631	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.119569	0.000000	0.119569	0.444317	0.007388	0.119569	0.000000	0.444317	0.119569	0.007388	0.007388	0.007388	0.250000	0.250000	0.250000	0.249999	
4700000	-1013.886516	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.096413	0.000000	0.096413	0.338906	0.008255	0.096413	0.000000	0.338906	0.338906	0.008255	0.008255	0.008255	0.250003	0.250003	0.249999	0.249995	
4710000	-1015.537209	412	3	1	'2 0 2 1 0 2 Z 1 2 0 0 0 	0.112569	0.008035	0.112569	0.416636	0.008035	0.112569	0.000000	0.416636	0.112569	0.008035	0.008035	0.008035	0.250000	0.250000	0.250000	0.249999	
4720000	-1015.404625	412	3	1	'2 0 2 1 0 2 Z 1 2 0 0 0 	0.102287	0.006536	0.102287	0.370814	0.006536	0.102287	0.000000	0.370814	0.102287	0.006536	0.006536	0.006536	0.250002	0.250002	0.250002	0.249994	
4730000	-1013.674119	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.106394	0.000000	0.106394	0.431753	0.007133	0.106394	0.000000	0.431753	0.106394	0.007133	0.007133	0.007133	0.250001	0.250001	0.250001	0.249998	
4740000	-1014.723913	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.121989	0.006487	0.121989	0.400670	0.006487	0.121989	0.006487	0.400670	0.121989	0.006487	0.006487	0.006487	0.250000	0.250000	0.250000	0.249999	
4750000	-1012.375726	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.112789	0.000000	0.112789	0.340178	0.007964	0.112789	0.007964	0.340178	0.340178	0.007964	0.007964	0.007964	0.250001	0.250001	0.250000	0.249999	
4760000	-1012.606598	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.102333	0.000000	0.102333	0.353254	0.007093	0.102333	0.000000	0.353254	0.353254	0.007093	0.007093	0.007093	0.250003	0.250003	0.249999	0.249994	
4770000	-1013.447697	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.103106	0.000000	0.103106	0.394704	0.007051	0.103106	0.007051	0.394704	0.394704	0.007051	0.007051	0.007051	0.250003	0.250003	0.249999	0.249995	
4780000	-1014.202339	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.125005	0.000000	0.125005	0.409810	0.008699	0.125005	0.008699	0.409810	0.409810	0.008699	0.008699	0.008699	0.250000	0.250000	0.250000	0.250000	
4790000	-1017.854179	412	3	1	'2 0 2 1 0 2 Z 2 1 0 0 0 	0.112866	0.006864	0.112866	0.324542	0.006864	0.112866	0.000000	0.112866	0.324542	0.006864	0.006864	0.006864	0.250002	0.250002	0.249999	0.249998	
4800000	-1017.345371	412	3	2	'2 Z 2 1 0 2 Z 2 1 0 0 0 	0.107827	0.000000	0.107827	0.388171	0.005986	0.107827	0.000000	0.107827	0.388171	0.005986	0.005986	0.005986	0.250007	0.250007	0.249995	0.249992	
4810000	-1017.323754	412	3	2	'1 Z 1 2 0 1 Z 1 2 0 0 0 	0.113398	0.000000	0.113398	0.354871	0.005650	0.113398	0.000000	0.113398	0.354871	0.005650	0.005650	0.005650	0.250004	0.250004	0.249997	0.249994	
4820000	-1015.979127	412	3	1	'2 Z 1 1 0 1 0 1 1 0 0 0 	0.053712	0.000000	0.145255	0.145255	0.006811	0.145255	0.006811	0.145255	0.145255	0.006811	0.006811	0.006811	0.250000	0.250000	0.250000	0.250000	
4830000	-1013.664043	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.127359	0.000000	0.127359	0.387010	0.007071	0.127359	0.007071	0.387010	0.387010	0.007071	0.007071	0.007071	0.250000	0.250000	0.250000	0.250000	
4840000	-1013.205026	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.122121	0.000000	0.122121	0.383273	0.006695	0.122121	0.000000	0.383273	0.122121	0.006695	0.006695	0.006695	0.250000	0.250000	0.250000	0.249999	
4850000	-1017.195025	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.098547	0.005491	0.098547	0.375915	0.005491	0.098547	0.005491	0.375915	0.098547	0.005491	0.005491	0.005491	0.250005	0.250005	0.250005	0.249984	
4860000	-1018.105650	412	3	1	'2 Z 2 1 0 2 2 1 2 0 0 0 	0.111097	0.000000	0.111097	0.260149	0.005457	0.111097	0.111097	0.260149	0.111097	0.005457	0.005457	0.005457	0.250002	0.250002	0.250002	0.249995	
4870000	-1015.325768	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.107399	0.000000	0.107399	0.312931	0.005597	0.107399	0.005597	0.312931	0.107399	0.005597	0.005597	0.005597	0.250002	0.250002	0.250002	0.249993	
4880000	-1016.132102	412	3	2	'2 Z 2 1 Z 2 0 1 2 0 0 0 	0.107872	0.000000	0.107872	0.314146	0.000000	0.107872	0.006889	0.314146	0.107872	0.006889	0.006889	0.006889	0.250001	0.250001	0.250001	0.249997	
4890000	-1020.996881	412	3	2	'2 Z 2 1 0 2 0 1 Z 0 0 0 	0.091311	0.000000	0.091311	0.423409	0.007363	0.091311	0.007363	0.423409	0.000000	0.007363	0.007363	0.007363	0.250001	0.250001	0.250003	0.249994	
4900000	-1015.167516	412	3	2	'1 Z 1 2 Z 1 0 2 2 0 0 0 	0.122542	0.000000	0.122542	0.317788	0.000000	0.122542	0.007223	0.317788	0.317788	0.007223	0.007223	0.007223	0.250000	0.250000	0.250000	0.249999	
4910000	-1016.854848	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.144795	0.000000	0.144795	0.488460	0.007366	0.144795	0.000000	0.488460	0.144795	0.007366	0.007366	0.007366	0.250000	0.250000	0.250000	0.250000	
4920000	-1020.814692	412	3	2	'1 Z 1 2 0 1 Z 1 1 0 0 0 	0.112379	0.000000	0.112379	0.422582	0.006639	0.112379	0.000000	0.112379	0.112379	0.006639	0.006639	0.006639	0.250001	0.250001	0.250001	0.249997	
4930000	-1012.811566	412	3	2	'1 Z 1 2 0 2 Z 2 2 0 0 0 	0.094606	0.000000	0.094606	0.244970	0.006887	0.244970	0.000000	0.244970	0.244970	0.006887	0.006887	0.006887	0.250001	0.250000	0.250000	0.249999	
4940000	-1016.250807	412	3	2	'1 Z 1 2 0 1 Z 1 2 0 0 0 	0.107853	0.000000	0.107853	0.381504	0.008041	0.107853	0.000000	0.107853	0.381504	0.008041	0.008041	0.008041	0.250002	0.250002	0.249998	0.249997	
4950000	-1013.985098	412	3	0	'1 0 1 2 0 1 0 2 2 0 0 0 	0.116185	0.006783	0.116185	0.399477	0.006783	0.116185	0.006783	0.399477	0.399477	0.006783	0.006783	0.006783	0.250001	0.250001	0.250000	0.249999	
4960000	-1013.945281	412	3	1	'1 Z 1 2 0 1 0 2 2 0 0 0 	0.122704	0.000000	0.122704	0.314062	0.008426	0.122704	0.008426	0.314062	0.314062	0.008426	0.008426	0.008426	0.250000	0.250000	0.250000	0.250000	
4970000	-1016.394757	407	3	2	'1 0 1 2 Z 1 Z 2 2 0 0 0 	0.116981	0.006244	0.116981	0.379702	0.000000	0.116981	0.000000	0.379702	0.379702	0.006244	0.006244	0.006244	0.250003	0.250003	0.249999	0.249994	
4980000	-1025.988409	453	3	0	'2 0 2 1 2 2 0 1 1 0 0 0 	0.102927	0.005956	0.102927	0.447963	0.102927	0.102927	0.005956	0.447963	0.447963	0.005956	0.005956	0.005956	0.250154	0.250125	0.249965	0.249756	
4990000	-1016.029173	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.099771	0.000000	0.099771	0.453259	0.007215	0.099771	0.007215	0.453259	0.453259	0.007215	0.007215	0.007215	0.250004	0.250004	0.249999	0.249993	
5000000	-1012.832500	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.111779	0.000000	0.111779	0.296870	0.007746	0.111779	0.007746	0.296870	0.296870	0.007746	0.007746	0.007746	0.250001	0.250001	0.250000	0.249998	
5010000	-1016.346531	412	3	0	'1 0 1 2 0 1 0 2 1 0 0 0 	0.113976	0.008106	0.113976	0.350209	0.008106	0.113976	0.008106	0.350209	0.113976	0.008106	0.008106	0.008106	0.250000	0.250000	0.250000	0.249999	
5020000	-1013.249318	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.114024	0.000000	0.114024	0.408707	0.007716	0.114024	0.007716	0.408707	0.114024	0.007716	0.007716	0.007716	0.250000	0.250000	0.250000	0.249999	
5030000	-1012.382497	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.106330	0.000000	0.106330	0.322848	0.006881	0.106330	0.006881	0.322848	0.322848	0.006881	0.006881	0.006881	0.250002	0.250002	0.250000	0.249996	
5040000	-1014.386396	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.126797	0.000000	0.126797	0.351735	0.006385	0.126797	0.006385	0.351735	0.126797	0.006385	0.006385	0.006385	0.250000	0.250000	0.250000	0.249999	
5050000	-1013.134402	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.114327	0.000000	0.114327	0.361320	0.007396	0.114327	0.000000	0.361320	0.114327	0.007396	0.007396	0.007396	0.250000	0.250000	0.250000	0.249999	
5060000	-1020.841537	407	3	4	'2 Z 2 1 Z 2 Z 1 2 0 Z 0 	0.123598	0.000000	0.123598	0.481122	0.000000	0.123598	0.000000	0.481122	0.123598	0.009783	0.000000	0.009783	0.250001	0.250001	0.250001	0.249998	
5070000	-1018.349578	407	3	2	'2 0 2 1 Z 2 Z 1 2 0 0 0 	0.120917	0.006730	0.120917	0.386517	0.000000	0.120917	0.000000	0.386517	0.120917	0.006730	0.006730	0.006730	0.250001	0.250001	0.250001	0.249997	
5080000	-1016.822166	412	3	0	'2 0 2 1 0 2 0 1 2 0 0 0 	0.103962	0.007270	0.103962	0.502605	0.007270	0.103962	0.007270	0.502605	0.103962	0.007270	0.007270	0.007270	0.250001	0.250001	0.250001	0.249997	
5090000	-1016.299845	412	3	2	'2 0 2 1 Z 2 Z 1 2 0 0 0 	0.125016	0.005879	0.125016	0.342265	0.000000	0.125016	0.000000	0.342265	0.125016	0.005879	0.005879	0.005879	0.250000	0.250000	0.250000	0.249999	
5100000	-1013.387424	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.125517	0.000000	0.125517	0.430048	0.007453	0.125517	0.000000	0.430048	0.125517	0.007453	0.007453	0.007453	0.250000	0.250000	0.250000	0.250000	
5110000	-1020.530019	412	3	1	'1 Z 1 2 0 1 2 2 1 0 0 0 	0.090210	0.000000	0.090210	0.256508	0.006887	0.090210	0.256508	0.256508	0.090210	0.006887	0.006887	0.006887	0.250004	0.250004	0.250004	0.249987	
5120000	-1015.349426	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.127998	0.000000	0.127998	0.530175	0.007950	0.127998	0.007950	0.530175	0.127998	0.007950	0.007950	0.007950	0.250000	0.250000	0.250000	0.250000	
5130000	-1013.443870	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.122566	0.000000	0.122566	0.401941	0.006720	0.122566	0.000000	0.401941	0.401941	0.006720	0.006720	0.006720	0.250001	0.250001	0.250000	0.249999	
5140000	-1018.560230	412	3	3	'2 Z 2 1 0 2 Z 1 1 0 Z 0 	0.120796	0.000000	0.120796	0.429902	0.010163	0.120796	0.000000	0.429902	0.429902	0.010163	0.000000	0.010163	0.250001	0.250001	0.250000	0.249998	
5150000	-1013.947480	412	3	1	'2 0 2 1 0 2 Z 1 1 0 0 0 	0.116522	0.006246	0.116522	0.366315	0.006246	0.116522	0.000000	0.366315	0.366315	0.006246	0.006246	0.006246	0.250001	0.250001	0.250000	0.249998	
5160000	-1017.052021	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.135592	0.000000	0.135592	0.285830	0.007675	0.135592	0.007675	0.285830	0.285830	0.007675	0.007675	0.007675	0.250000	0.250000	0.250000	0.250000	
5170000	-1012.466494	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.106936	0.000000	0.106936	0.339958	0.006557	0.106936	0.000000	0.339958	0.339958	0.006557	0.006557	0.006557	0.250003	0.250003	0.249999	0.249995	
5180000	-1015.353587	412	3	1	'2 Z 2 1 0 2 2 1 1 0 0 0 	0.097531	0.000000	0.097531	0.362052	0.007466	0.097531	0.097531	0.362052	0.362052	0.007466	0.007466	0.007466	0.250004	0.250003	0.250000	0.249993	
5190000	-1015.723517	412	3	1	'2 Z 2 1 0 2 0 1 2 0 0 0 	0.125638	0.000000	0.125638	0.556892	0.007326	0.125638	0.007326	0.556892	0.125638	0.007326	0.007326	0.007326	0.250000	0.250000	0.250000	0.250000	
5200000	-1012.651236	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.103833	0.000000	0.103833	0.322402	0.006705	0.103833	0.006705	0.322402	0.322402	0.006705	0.006705	0.006705	0.250003	0.250003	0.249999	0.249994	
5210000	-1019.328466	412	3	2	'1 Z 1 2 0 1 0 2 1 0 Z 0 	0.129147	0.000000	0.129147	0.539135	0.011553	0.129147	0.011553	0.539135	0.129147	0.011553	0.000000	0.011553	0.250000	0.250000	0.250000	0.250000	
5220000	-1012.930082	412	3	2	'1 Z 1 2 0 1 Z 2 1 0 0 0 	0.117992	0.000000	0.117992	0.423350	0.007161	0.117992	0.000000	0.423350	0.117992	0.007161	0.007161	0.007161	0.250000	0.250000	0.250000	0.249999	
5230000	-1013.389119	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.103844	0.000000	0.103844	0.317783	0.008487	0.103844	0.008487	0.317783	0.317783	0.008487	0.008487	0.008487	0.250001	0.250001	0.250000	0.249998	
5240000	-1013.345009	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.110044	0.000000	0.110044	0.387507	0.006360	0.110044	0.006360	0.387507	0.387507	0.006360	0.006360	0.006360	0.250002	0.250002	0.250000	0.249996	
5250000	-1014.569435	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.098347	0.000000	0.098347	0.377539	0.008774	0.098347	0.000000	0.377539	0.377539	0.008774	0.008774	0.008774	0.250002	0.250002	0.250000	0.249997	
5260000	-1014.972564	412	3	0	'2 0 2 1 0 2 0 1 1 0 0 0 	0.096341	0.007539	0.096341	0.378317	0.007539	0.096341	0.007539	0.378317	0.378317	0.007539	0.007539	0.007539	0.250003	0.250003	0.249999	0.249994	
5270000	-1014.431449	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.117192	0.000000	0.117192	0.420644	0.008701	0.117192	0.000000	0.420644	0.117192	0.008701	0.008701	0.008701	0.250000	0.250000	0.250000	0.250000	
5280000	-1015.047528	412	3	2	'2 0 2 1 Z 2 Z 1 1 0 0 0 	0.103666	0.008580	0.103666	0.345004	0.000000	0.103666	0.000000	0.345004	0.345004	0.008580	0.008580	0.008580	0.250001	0.250001	0.250000	0.249998	
5290000	-1014.464619	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.107778	0.000000	0.107778	0.370396	0.005718	0.107778	0.005718	0.370396	0.107778	0.005718	0.005718	0.005718	0.250002	0.250002	0.250002	0.249994	
5300000	-1017.796815	412	3	2	'1 Z 1 2 Z 1 0 2 1 0 0 0 	0.099406	0.000000	0.099406	0.448822	0.000000	0.099406	0.006546	0.448822	0.099406	0.006546	0.006546	0.006546	0.250002	0.250002	0.250002	0.249993	
5310000	-1014.956863	412	3	1	'1 Z 1 2 0 1 1 2 1 0 0 0 	0.109613	0.000000	0.109613	0.366305	0.008073	0.109613	0.109613	0.366305	0.109613	0.008073	0.008073	0.008073	0.250000	0.250000	0.250000	0.249999	
5320000	-1015.996820	412	3	1	'1 0 1 2 Z 1 0 2 1 0 0 0 	0.130910	0.006936	0.130910	0.485891	0.000000	0.130910	0.006936	0.485891	0.130910	0.006936	0.006936	0.006936	0.250000	0.250000	0.250000	0.250000	
5330000	-1013.376580	412	3	1	'1 Z 1 2 0 1 0 2 1 0 0 0 	0.107268	0.000000	0.107268	0.386903	0.006701	0.107268	0.006701	0.386903	0.107268	0.006701	0.006701	0.006701	0.250001	0.250001	0.250001	0.249997	
5340000	-1013.023824	412	3	2	'2 Z 2 1 0 2 Z 1 2 0 0 0 	0.114362	0.000000	0.114362	0.397143	0.006531	0.114362	0.000000	0.397143	0.114362	0.006531	0.006531	0.006531	0.250001	0.250001	0.250001	0.249998	
5350000	-1016.471438	407	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.102844	0.000000	0.102844	0.320495	0.007200	0.102844	0.007200	0.320495	0.320495	0.007200	0.007200	0.007200	0.250008	0.250007	0.249999	0.249986	
5360000	-1012.925299	412	3	2	'2 Z 2 1 0 2 Z 1 1 0 0 0 	0.123960	0.000000	0.123960	0.382164	0.007615	0.123960	0.000000	0.382164	0.382164	0.007615	0.007615	0.007615	0.250000	0.250000	0.250000	0.249999	
5370000	-1015.541230	412	3	1	'2 Z 2 1 0 2 2 1 1 0 0 0 	0.099405	0.000000	0.099405	0.290716	0.008371	0.099405	0.099405	0.290716	0.290716	0.008371	0.008371	0.008371	0.250002	0.250002	0.250000	0.249997	
5380000	-1013.104864	412	3	1	'2 Z 2 1 0 2 0 1 1 0 0 0 	0.103402	0.000000	0.103402	0.365299	0.006603	0.103402	0.006603	0.365299	0.365299	0.006603	0.006603	0.006603	0.250004	0.250004	0.249999	0.249993	
